Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
LB2GTC,gamma-tocopherol(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2GTCSI,Gamma tocopherol (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2GTCSI,gamma-tocopherol(umol/L),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2GTCSI,gamma-tocopherol(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2HCT,Hematocrit (%),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2HCY,Homocysteine (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2HCY,Homocysteine(umol/L),Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2HDL,HDL-cholesterol (mg/dL),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2HDLSI,HDL-cholesterol (mmol/L),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2HGB,Hemoglobin (g/dL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2HP1,Helicobacter pylori (HP1),Laboratory,"Helicobacter pylori (HP1), Second Exam",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2IN,Insulin (uU/mL),Laboratory,"Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
LB2INSI,Insulin: SI(pmol/L),Laboratory,"Glycohemoglobin, Plasma Glucose, Serum C-peptide, & Insulin, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
LB2IRN,Iron (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2IRNSI,Iron (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2LDL,LDL-cholesterol (mg/dL),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2LDLSI,LDL-cholesterol (mmol/L),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2LH,Luteinizing hormone (mIU/mL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2LH,Luteinizing hormone (mIU/mL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LHSI,Luteinizing hormone (IU/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2LHSI,Luteinizing hormone (IU/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LUZ,Combined Lutein/zeaxanthin(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LUZSI,Combined Lutein/zeaxanthin(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LYC,trans-lycopene(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LYCSI,trans-lycopene(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2LYMNO,Lymphocyte number (1000 cells/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2LYPCT,Lymphocyte percent (%),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MC,MCHC (g/dL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MCHSI,Mean cell hemoglobin (pg),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MCVSI,Mean cell volume (fL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2ME,Measles,Laboratory,"Measles, Rubella, & Varicella, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MMA,Methylmalonic acid (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2MMA,Methylmalonic acid (umol/L),Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2MONO,Monocyte number (1000 cells/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MOPCT,Monocyte percent (%),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2MPSI,Mean platelet volume (fL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2NENO,Segmented neutrophils num (1000 cell/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2NEPCT,Segmented neutrophils percent (%),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2P1,"Prostate specific antigen, total (ng/mL)",Laboratory,"Prostate-specific Antigen (PSA), Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2P2,"Prostate specific antigen (PSA), free (ng/mL)",Laboratory,"Prostate-specific Antigen (PSA), Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2P3,Prostate specific antigen ratio (%),Laboratory,"Prostate-specific Antigen (PSA), Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2PCT,Transferrin saturation (%),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2PLTSI,Platelet count (1000 cells/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2RBCSI,Red blood cell count (million cells/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2RBF,Folate (ng/mL RBC),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RBF,"Folate, RBC (ng/mL RBC)",Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RBFSI,Folate (nmol/L RBC),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RBFSI,"Folate, RBC (nmol/L RBC)",Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RDW,Red cell distribution width (%),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2RPL,Retinyl palmitate (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RPL,Retinyl palmitate(ug/dL),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RPL,Retinyl palmitate(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RPLSI,Retinyl palmitate (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RPLSI,Retinyl palmitate(umol/L),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RPLSI,Retinyl palmitate(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RST,Retinyl stearate (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RST,Retinyl stearate(ug/dL),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RST,Retinyl stearate(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RSTSI,Retinyl stearate (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RSTSI,Retinyl stearate(umol/L),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2RSTSI,Retinyl stearate(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2RU,Rubella,Laboratory,"Measles, Rubella, & Varicella, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2RUIU,Rubella antibody (international units),Laboratory,"Measles, Rubella, & Varicella, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2SAL,Albumin (g/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SAL,Albumin (g/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SALSI,Albumin (g/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SALSI,Albumin (g/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SAPSI,Alkaline phosphotase (U/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SAPSI,Alkaline phosphotase (U/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SASSI,Aspartate aminotransferase (U/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SASSI,Aspartate aminotransferase (U/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SATSI,Alanine aminotransferase (U/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SATSI,Alanine aminotransferase (U/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SBU,Blood urea nitrogen (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SBU,Blood urea nitrogen (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SBUSI,Blood urea nitrogen (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SBUSI,Blood urea nitrogen (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SC3SI,Bicarbonate (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SC3SI,Bicarbonate (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCA,Total calcium (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCA,Total calcium (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCASI,Total calcium (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCASI,Total calcium (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCH,Cholesterol (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCH,Cholesterol (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCHSI,Cholesterol (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCHSI,Cholesterol (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCLSI,Chloride (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCLSI,Chloride (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCR,Creatinine (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCR,Creatinine (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SCRSI,Creatinine (umol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SCRSI,Creatinine (umol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SGL,Glucose (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LB2SGL,Glucose (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
LB2SGLSI,"Glucose, serum (mmol/L)",Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LB2SGLSI,"Glucose, serum (mmol/L)",Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
LB2SGTSI,Gamma glutamyltransferase,Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SGTSI,Gamma glutamyltransferase,Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SIR,Iron (ug/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SIR,Iron (ug/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SIRSI,Iron (umol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SIRSI,Iron (umol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SKSI,Potassium (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SKSI,Potassium (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SLDSI,Lactate dehydrogenase (U/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SLDSI,Lactate dehydrogenase (U/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SNASI,Sodium (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SNASI,Sodium (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SPH,Phosphorus (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SPH,Phosphorus (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SPHSI,Phosphorus (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SPHSI,Phosphorus (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STB,"Bilirubin, total (mg/dL)",Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STB,"Bilirubin, total (mg/dL)",Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STBSI,"Bilirubin, total (umol/L)",Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STBSI,"Bilirubin, total (umol/L)",Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STP,"Protein, total (g/dL)",Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STP,"Protein, total (g/dL)",Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STPSI,Total protein (g/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STPSI,Total protein (g/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STR,Triglycerides (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STR,Triglycerides (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2STRSI,Triglycerides (mmol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2STRSI,Triglycerides (mmol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SUA,Uric acid (mg/dL),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SUA,Uric acid (mg/dL),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2SUASI,Uric acid (umol/L),Laboratory,"Standard Biochemistry Profile & Hormones, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2SUASI,Uric acid (umol/L),Laboratory,"Standard Biochemistry Profile, Follicle Stimulating Hormone & Luteinizing Hormone, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2TC,Total cholesterol (mg/dL),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
